username,crmf,crms,crmv,crnf,crns,crnv,crf_crv,ntus,crm,crn,nts_nts,fm,vandal
Drewchollis,0,0,0,1,0,1,0,0,0,1,0,0,1
Bypaess,1,0,0,0,0,0,0,0,1,0,0,1,0
The Communist13,0,0,0,1,0,0,0,0,0,1,0,0,1
Cooletcy,1,1,0,0,0,0,0,0,1,0,0,1,0
Redhalo626,0,0,0,0,0,1,0,0,0,1,0,0,1
SunrisePictures1995,0,0,1,0,0,0,0,0,1,0,1,0,1
Hewa.kurdistani,0,1,1,0,0,0,1,0,1,0,0,1,0
AllyBremer,1,1,1,1,1,1,1,0,1,1,0,1,0
180cran,0,0,0,0,0,0,0,0,0,0,0,0,1
Zxcvbnmatt,0,0,1,1,0,1,1,0,1,1,0,1,1
Hhhhhhhhhe2,0,0,0,1,0,1,1,0,0,1,0,0,1
Bmorrow88,1,1,1,1,0,1,1,0,1,1,1,0,1
Nubbygarter,1,1,1,1,0,1,1,0,1,1,0,0,1
Tgiacchino,0,0,0,1,0,1,1,0,0,1,0,0,1
Ezekielhaha,0,0,0,0,0,0,0,0,0,0,0,0,1
Kaibo wenzies,1,1,1,0,0,1,0,0,1,1,0,0,1
Yomamasmom,0,0,0,1,0,1,1,0,0,1,0,0,1
GrandMasterEl,0,0,0,0,0,1,1,0,0,1,0,0,1
Ana Rexia,1,0,0,1,0,0,1,0,1,1,1,1,0
Twisty twisty,0,0,0,1,0,1,1,0,0,1,1,0,1
Varro Reatinus,0,0,1,0,1,0,1,0,1,1,1,1,0
Thecrimdog,0,0,0,0,0,1,0,0,0,1,0,0,1
Tirzafrederica,0,1,0,0,0,0,0,0,1,0,0,1,0
Motts123,0,0,0,0,0,1,1,0,0,1,0,0,1
Martin E. Walder,0,0,0,0,0,0,0,0,0,0,0,0,0
Brusselsprouts146,0,0,0,1,1,1,1,0,0,1,1,0,1
Ctoo12,0,0,0,0,0,1,0,0,0,1,0,0,1
Applesapplesapplesapples,0,0,0,1,0,0,0,0,0,1,0,0,1
EpicPieGuy,0,0,1,1,0,0,1,0,1,1,0,0,1
Csazon,1,1,1,0,0,0,1,0,1,0,0,1,0
Lildanny420,0,0,0,0,1,1,0,0,0,1,0,0,1
Ghostkrashers,1,0,1,1,1,1,1,0,1,1,1,1,0
Alexandharrison,1,1,1,1,1,1,1,1,1,1,1,0,0
GreatFranky,0,0,1,0,0,0,1,0,1,0,0,1,0
Mafetar,0,0,0,0,0,0,0,0,0,0,0,1,0
Shannondelarey,1,0,1,0,0,0,1,0,1,0,0,1,0
CQawami,0,0,0,0,1,1,0,0,0,1,0,0,1
Samueljj5555,0,0,1,1,0,1,1,0,1,1,0,0,1
Robbiecabobby,0,0,0,0,0,1,0,0,0,1,0,0,1
JAMMASTERJAY999,0,0,0,1,0,1,0,0,0,1,0,0,1
Asdfg127,0,0,0,0,0,1,1,0,0,1,0,0,1
DieRise,0,0,0,0,0,1,0,0,0,1,0,0,1
Shan0000000,0,0,0,0,0,1,1,0,0,1,0,0,1
Ddmisra,0,1,0,0,0,0,0,0,1,0,0,1,0
Eddiechisha,1,1,1,0,0,0,1,0,1,0,0,1,0
Gabucho43,1,0,0,1,0,1,1,0,1,1,1,0,1
Toriwillow,0,0,0,1,0,1,0,0,0,1,0,0,0
Alexoyce123,0,0,0,1,0,1,1,0,0,1,0,0,1
Samasarah,1,0,1,0,0,0,0,0,1,0,0,1,0
Phycqus deltikus L.,0,0,0,1,0,1,1,0,0,1,0,0,0
Ddots22,1,0,1,0,0,0,1,0,1,0,0,1,0
Vladislav Russian,0,0,0,0,1,1,1,0,0,1,0,0,1
JaneningUMD,0,0,0,1,1,1,1,0,0,1,0,0,0
Chelsseeaalynnn,0,0,0,0,0,1,1,0,0,1,0,0,1
Praveen Aryan Negi,0,0,1,0,0,0,0,0,1,0,0,1,0
Acwe0522,0,1,0,1,1,1,1,0,1,1,1,0,1
CraigTumblison,1,1,0,0,0,0,0,0,1,0,0,0,0
We are forever,0,0,0,0,0,1,0,1,0,1,0,0,1
ILGENAS,1,1,0,1,1,1,1,0,1,1,0,1,0
ALLBUTROCK,0,0,0,0,1,1,0,0,0,1,0,0,1
STKoz98,0,0,1,0,0,1,1,0,1,1,0,0,1
Twardy18,0,0,0,1,0,1,1,0,0,1,0,0,1
Musicalcm,0,0,1,1,1,1,1,0,1,1,0,1,0
Jjusa123,0,0,0,0,0,0,0,0,0,0,0,1,1
Wyn.junior,1,1,1,1,1,1,1,1,1,1,1,0,0
Collons224,0,0,0,1,1,0,0,0,0,1,0,0,1
Russellrado13,0,0,0,0,1,1,1,0,0,1,0,0,1
Phil LaBrie,1,0,0,0,0,0,0,0,1,0,0,0,1
Christophmjones,0,0,1,0,0,0,0,0,1,0,0,1,0
Limi 1997 Limi,0,0,0,1,0,0,0,0,0,1,0,0,1
Violethillmgmt,0,0,0,0,0,0,0,0,0,0,0,0,1
Iluvbutts,0,0,0,0,0,0,0,0,0,0,0,0,1
Razzat99,0,0,0,1,1,1,1,0,0,1,1,0,1
Morakis istoria,1,1,0,0,0,0,0,0,1,0,0,1,0
Bumyboy,0,0,0,1,0,1,1,0,0,1,0,0,1
HaGAYY,0,0,0,0,0,1,0,0,0,1,0,0,1
Viccamc,1,1,1,0,0,0,1,0,1,0,0,1,0
Misterkaty,0,0,0,1,0,0,0,0,0,1,0,0,1
AndrewJazz123,0,1,1,0,0,0,1,0,1,0,0,1,0
Ramanagaram,0,0,0,0,1,0,0,0,0,1,1,1,0
Smart guy 1111111111,0,0,0,0,0,0,0,0,0,0,0,0,1
UberTroller9000,0,0,0,0,0,0,0,0,0,0,0,0,1
Derreberryj,0,0,0,0,0,0,0,0,0,0,0,0,1
Cornellwx,1,1,1,1,1,1,1,0,1,1,0,1,0
Ed143christian,0,0,0,0,0,1,0,0,0,1,0,1,0
Liberalradical,0,0,0,1,1,1,1,0,0,1,0,0,1
Srinivas Kotnala,0,1,0,0,0,0,0,0,1,0,0,1,0
Anomynous2012lool,0,0,0,0,0,0,0,0,0,0,0,0,1
Daviddenboer,0,1,0,1,0,1,1,0,1,1,1,0,0
Aitheshaam,0,0,0,0,1,1,0,0,0,1,1,0,1
Desmondmisr,1,1,0,0,0,0,0,0,1,0,0,1,0
Twouble,0,0,0,0,0,1,0,0,0,1,0,1,0
Christmaschristmas,1,0,1,0,0,0,1,0,1,0,0,1,1
SamanthaAlmanza,1,1,1,0,0,0,1,0,1,0,0,1,0
Rimsource,0,0,1,0,1,1,1,0,1,1,0,0,1
Mark D. Hulett,1,0,1,0,0,0,1,0,1,0,0,1,0
Mushroommunch,0,0,0,1,1,0,0,0,0,1,0,0,1
Aodhan145,0,0,1,0,0,0,0,0,1,0,0,0,1
Amycheekystar,0,0,0,0,0,0,0,0,0,0,0,0,1
Bff711,0,0,0,0,0,0,0,0,0,0,0,0,1
Theericnoscar,0,0,0,0,0,0,0,0,0,0,0,1,1
Massyparcer,1,1,1,1,1,1,1,0,1,1,1,1,0
Bambang Rahardjo,0,0,0,0,0,0,0,1,0,0,0,0,1
MetalBlindSolver,0,0,0,0,0,1,1,0,0,1,0,1,0
EPMagu,0,0,1,1,1,0,1,0,1,1,1,0,0
Ternianyn,0,1,1,1,1,1,1,0,1,1,0,0,0
Sanjayduttinghouse,0,0,0,0,0,0,0,0,0,0,0,0,1
Tokenelswelo,0,0,0,1,1,1,1,0,0,1,0,0,1
Alleyonemusic,1,0,1,0,0,0,1,0,1,0,0,1,0
Dreamact707,0,0,1,0,0,1,1,0,1,1,0,0,1
Narender Singh Sheoran,1,1,1,0,0,0,1,0,1,0,0,1,0
Lolpo99,0,0,0,0,0,1,0,0,0,1,0,0,1
JackStevens20,1,1,0,0,0,0,0,0,1,0,0,1,0
The Almighty Stevens Destroyer,0,0,0,0,0,1,0,0,0,1,0,0,1
Huddieman,0,0,0,1,1,1,1,0,0,1,0,0,1
Risperidone1234,0,0,0,0,0,0,0,0,0,0,1,0,1
Hillary.conway,0,0,0,0,0,1,1,0,0,1,0,1,0
Safee Khawaja,1,0,1,1,0,1,1,0,1,1,0,1,1
Lethal lammy,1,1,1,1,1,1,1,0,1,1,1,0,0
M.Sundhararajan,1,1,1,0,0,0,0,0,1,0,0,1,0
Tacobel,0,0,0,0,0,1,0,0,0,1,0,0,1
Ahenryatmarkitects,0,0,0,1,1,1,1,1,0,1,1,1,0
SunsetStripRebel,1,0,0,0,1,0,0,0,1,1,1,0,0
Tam14,1,0,1,1,1,1,1,1,1,1,1,1,0
Snow Angel 786,0,0,0,0,0,0,0,0,0,0,0,1,0
L'sekdjwe,0,0,1,1,0,0,0,0,1,1,0,0,1
Menalkhan92,1,1,1,0,0,0,1,0,1,0,0,1,0
TylerDalero,1,0,0,0,0,0,0,0,1,0,0,1,0
Myra McCollum,1,1,1,1,1,0,1,0,1,1,0,1,0
Sound Mix Girl,0,0,1,1,0,1,1,0,1,1,0,1,0
Haylyiscool,0,0,0,0,0,0,0,0,0,0,0,0,0
Rental0plan,0,0,0,0,0,0,0,0,0,0,0,1,1
Rogere,0,0,0,0,0,1,0,0,0,1,0,0,0
Josh hans,0,0,0,0,0,1,0,0,0,1,0,0,1
Ewencl,0,0,0,1,0,1,1,0,0,1,0,0,0
Nortabun,0,0,0,1,0,0,1,0,0,1,0,0,1
Wilson888,1,1,1,1,1,1,1,1,1,1,1,0,1
Dude That is Cool,0,0,0,1,0,1,1,0,0,1,0,0,1
Melocat5,0,0,0,1,0,1,0,0,0,1,0,0,1
AhmedTElkholy,0,0,0,0,0,0,0,0,0,0,0,1,0
BurgererSF1,1,0,1,0,0,1,1,0,1,1,0,1,0
Dr farhan saif,0,1,1,0,0,0,1,0,1,0,0,1,0
Leoneegle,0,0,1,1,0,1,1,0,1,1,0,1,1
Entdecker17,1,1,1,1,0,1,1,0,1,1,0,0,0
Scotty1999,0,0,0,0,0,1,1,0,0,1,0,0,1
GingerCookie,0,0,0,1,0,1,1,0,0,1,0,0,1
SarahReed54,1,1,1,1,1,1,1,0,1,1,0,1,0
Tarlehr,1,1,1,0,0,0,1,0,1,0,0,1,0
Cameroonwd,0,0,0,1,0,1,1,0,0,1,0,0,1
Parsecfag,1,1,0,0,0,0,0,0,1,0,0,1,1
World'sLibrarian,0,0,0,1,1,1,1,0,0,1,0,0,1
Bomber71,0,0,0,0,0,0,0,0,0,0,0,1,0
Willywonkawhynot,0,0,1,0,0,0,0,0,1,0,0,1,1
Nadura,1,1,1,0,0,0,0,0,1,0,0,1,0
Klapklapzap,0,0,0,0,0,1,0,0,0,1,0,0,1
M10221317,1,1,1,0,0,0,1,0,1,0,0,1,0
Ireinbgieni,0,0,0,1,0,0,0,0,0,1,0,0,1
Amminadav,0,0,0,0,0,1,0,0,0,1,0,0,0
Asarkarsaheb,1,1,0,0,0,0,1,0,1,0,0,1,1
Omorjgcc,0,0,0,0,0,0,0,0,0,0,0,1,0
Divyanagarwal,0,0,0,0,0,1,0,0,0,1,0,1,0
Craftypolly,0,0,0,1,0,0,0,0,0,1,0,0,0
BTMxDMaccount,0,0,0,0,0,0,0,0,0,0,0,1,0
DossManTrainSpotter3000,0,0,0,0,0,1,1,0,0,1,0,0,1
XxxDamanxxx,0,0,0,1,0,1,1,0,0,1,0,0,1
SharonHinnendael,0,1,1,0,0,0,0,0,1,0,0,1,0
Chacier,0,0,0,1,1,0,0,0,0,1,1,1,0
Wrsherman,0,0,0,0,1,0,0,0,0,1,0,0,0
Lance6969,1,1,1,0,0,0,1,0,1,0,0,1,0
Farhaan96,0,1,1,0,0,0,1,0,1,0,0,1,0
ILuvWheat,0,0,0,0,0,1,1,0,0,1,0,0,1
Ninjaxcraig,0,1,0,0,0,1,0,0,1,1,0,1,1
Hdog1022,0,0,0,1,0,1,1,0,0,1,0,0,1
AbbeyMaynard,1,1,1,1,1,1,1,1,1,1,1,1,0
111111111hibob,0,0,0,0,0,1,0,0,0,1,0,0,1
Whelpingsam,0,0,0,0,0,1,1,0,0,1,0,0,1
Soli Deo Bóstia,0,0,0,0,0,0,0,0,0,0,0,1,1
VilanoXII,0,0,0,0,0,0,0,0,0,0,0,1,1
Ali g boom selecta,1,1,0,0,0,0,0,0,1,0,0,0,1
Costenslayer,1,0,0,1,1,1,0,0,1,1,0,0,0
Bvurt12,0,0,0,0,0,0,0,0,0,0,0,1,0
Manoucher Khosrowshahi,1,1,1,0,0,0,1,0,1,0,0,1,0
Haven ripia,0,0,0,0,0,1,1,0,0,1,0,0,0
Wikiedit206,0,0,0,1,1,0,0,0,0,1,0,0,0
Triasone,0,0,0,1,1,1,1,0,0,1,0,0,1
Gabriela Dumitru BBY,1,1,1,0,0,0,1,0,1,0,0,1,0
DanielQueiros,0,0,1,0,0,1,1,0,1,1,1,1,0
BJ&ErinSelavka,0,0,0,0,0,0,0,0,0,0,0,0,1
Guntherschubert,1,0,0,0,0,0,0,0,1,0,0,1,0
CJ Malestic,0,0,1,0,0,0,1,0,1,0,0,1,0
Yo1171171177,0,0,0,0,0,1,0,0,0,1,0,0,1
CumL3$,1,0,1,0,0,0,0,0,1,0,0,1,0
Slarson711,0,0,0,1,0,1,0,0,0,1,0,0,1
Bencwallace,0,0,0,1,0,0,0,0,0,1,0,0,0
Stratosmonger,0,1,0,0,1,1,0,0,1,1,0,0,0
Brennsy5463,0,0,1,1,0,1,1,0,1,1,0,0,1
Gavingavinchan,0,0,0,0,0,1,1,0,0,1,0,0,1
Libanorova,0,0,0,0,0,1,1,0,0,1,0,0,1
DonaldDuckis2gangsta,0,0,0,0,0,0,0,0,0,0,0,0,1
GoKart54,0,0,0,0,0,1,1,0,0,1,0,0,1
Mdimon252,1,0,1,0,0,0,1,0,1,0,0,1,0
Carrollboy,0,0,0,0,0,1,1,0,0,1,0,0,1
DarkArt7000,0,0,0,0,0,0,0,0,0,0,0,0,1
Blowhorners,0,0,0,0,1,0,0,0,0,1,1,0,0
HAMINGLY,0,0,1,0,0,0,0,0,1,0,0,0,0
Cowrice,0,1,1,0,0,0,0,0,1,0,0,1,0
Popcorntrailer,0,0,1,0,0,0,1,0,1,0,0,1,1
Andrewnaufal,0,0,0,0,0,1,0,0,0,1,0,0,1
Zoylab,0,1,1,0,0,1,0,0,1,1,1,0,0
Bakerlander,0,0,0,0,1,0,0,0,0,1,1,1,0
Doc Ock3,0,1,0,1,0,0,0,0,1,1,0,1,1
Arun Oakes,0,0,0,1,1,0,0,0,0,1,1,0,1
Elgermes,0,1,0,1,1,1,1,0,1,1,0,0,0
Calamity01,0,0,0,1,0,1,1,0,0,1,0,0,1
Caincoo,0,0,0,0,1,1,1,0,0,1,0,0,1
Swag2k13,0,0,0,0,0,0,0,0,0,0,0,0,1
Wuzh,1,1,1,1,1,1,1,0,1,1,1,0,0
Imtabithaok,1,1,1,0,0,0,1,0,1,0,0,0,1
Owenbrown51,0,0,0,0,0,0,0,0,0,0,0,0,1
Jamesengel,0,0,0,0,0,0,0,0,0,0,0,1,0
ChristyWK,1,1,1,0,0,0,1,0,1,0,0,1,0
VictorWong44,0,0,0,1,1,1,1,0,0,1,0,0,1
Rodolfootoya12,0,0,1,0,0,0,0,0,1,0,0,1,1
TheNameChangerer,0,0,0,0,0,0,0,0,0,0,0,0,1
H 11040108,0,0,0,1,0,1,1,0,0,1,0,0,1
Thebikeisgod,0,0,0,1,0,0,0,0,0,1,0,0,1
Donkeysheep007,0,1,0,0,0,0,0,0,1,0,0,1,1
Samar Sudha,0,1,0,0,0,0,0,0,1,0,0,1,0
Edilbert.fernando,0,0,0,0,0,0,0,0,0,0,0,0,0
Ramanujan srinivasa,0,0,0,0,0,1,0,0,0,1,0,1,1
Richbrett12,0,0,0,0,0,1,1,0,0,1,1,0,1
Loowit research project,0,0,0,1,1,1,1,0,0,1,0,0,0
Stem1234,0,0,0,1,0,0,0,0,0,1,0,0,1
Bmcollier,0,1,1,1,1,1,1,0,1,1,1,1,0
TheLastOfIndependents,1,0,0,1,1,1,1,0,1,1,1,1,0
MJMcGowan,1,1,1,1,1,1,1,1,1,1,1,1,0
Heidi McMahon,1,0,1,0,0,0,1,0,1,0,0,1,0
Nandaparesh,1,0,0,0,0,0,0,0,1,0,0,0,1
Meatboy101,0,0,0,1,0,1,1,0,0,1,0,0,1
Snoopdog123,0,0,0,1,0,1,1,0,0,1,0,0,1
Vituwireless,0,0,1,1,0,1,1,0,1,1,1,0,0
ShugSty,0,0,1,1,1,1,1,0,1,1,1,0,0
Theonlyleopard,0,0,0,1,1,1,1,0,0,1,0,1,0
Oogy bear,0,0,0,0,0,1,0,0,0,1,0,0,1
Briguys1,0,0,0,1,1,0,0,0,0,1,0,0,1
ArrowFanDude!,0,0,0,1,0,0,0,0,0,1,0,1,0
Jr.rowing1,0,0,0,0,0,1,0,0,0,1,0,0,1
Berko1o,1,0,1,0,0,0,1,0,1,0,0,0,0
Tambris,1,1,1,0,0,0,1,0,1,0,0,1,0
Colton3456,0,0,0,1,0,0,0,0,0,1,0,0,1
Sakaisinai5,0,0,0,0,0,1,0,0,0,1,0,0,1
Tanya ZAV.,1,0,1,0,0,0,1,0,1,0,0,1,0
Maggiecallaway,0,0,0,0,0,0,0,0,0,0,0,1,0
F.Moshammad,1,1,1,1,0,1,1,0,1,1,0,1,0
Sencina,1,0,1,0,0,0,1,0,1,0,0,1,0
Monkeymonkey1234,0,0,0,0,0,1,0,0,0,1,0,0,1
Nestorin8,0,0,0,1,0,1,1,0,0,1,0,0,1
Alexbrickwedde,1,1,1,0,0,0,1,0,1,0,0,1,0
Chillidog98,0,0,0,0,0,0,0,0,0,0,0,0,1
Opokumorgan,0,0,1,0,0,0,0,0,1,0,0,1,0
Incrediblejaldhaka,0,1,0,0,1,0,0,0,1,1,0,1,0
Temmeale001,0,0,0,0,0,0,0,0,0,0,0,1,0
Julietteroberts,0,0,1,0,0,0,0,0,1,0,0,1,0
Dooble95,0,0,0,1,0,1,1,0,0,1,0,0,1
Claire.saphire,0,0,0,0,0,1,0,0,0,1,0,0,1
Crazyfrog111,1,1,1,0,0,0,1,0,1,0,0,1,0
Sohelbd78,1,1,0,0,0,0,0,0,1,0,0,1,0
Armegon,1,1,1,1,1,1,1,0,1,1,1,1,0
7214alex,0,0,0,1,1,1,1,0,0,1,1,0,1
Strongbowpint,0,0,0,1,0,1,1,0,0,1,1,0,1
Thomaswalls,0,0,0,0,0,1,1,0,0,1,0,0,1
Wayne59,1,1,1,0,0,0,0,0,1,0,0,0,1
Spongeevan,0,0,0,1,0,0,0,0,0,1,0,0,1
Brockhole4,0,0,0,0,0,1,0,0,0,1,0,0,1
Geneatron,0,0,0,1,0,0,0,0,0,1,0,0,1
Gua229,0,0,0,0,0,0,0,0,0,0,0,0,1
Redphex,0,0,0,0,1,0,0,0,0,1,0,1,0
Frankaaah,0,0,1,1,0,1,1,0,1,1,1,0,1
Young600stacks,0,0,0,1,0,0,0,0,0,1,0,0,1
12awq66,0,0,1,1,0,1,1,0,1,1,0,1,1
Epsimak,1,1,1,0,0,1,0,0,1,1,0,1,0
Alfreddy12,0,0,1,0,0,0,0,0,1,0,0,1,0
Crackheadboy,0,0,0,0,0,1,0,0,0,1,0,0,0
Blackfalcon2013,0,0,0,0,0,0,0,0,0,0,0,0,1
Gopang123,0,0,0,1,1,1,0,0,0,1,1,0,1
RatdePatinoire,0,0,0,1,1,1,1,0,0,1,1,0,0
Virtualheritage,0,0,0,0,0,0,0,0,0,0,0,0,0
Cwd3kin,0,0,0,0,1,0,0,0,0,1,0,0,1
AliceBellWiley,1,1,0,0,0,0,0,0,1,0,0,1,0
Thedarklordhasreturned,0,0,0,1,0,1,1,0,0,1,0,0,1
Kirkjohnson495,0,0,0,0,0,0,0,0,0,0,0,0,1
Kids Network,1,0,0,0,0,0,0,0,1,0,1,0,1
Yelevi,0,1,0,1,0,1,1,0,1,1,1,0,1
DimLineRule,1,1,0,0,0,0,0,0,1,0,0,1,0
SmartGuy108,0,0,0,0,1,1,0,0,0,1,0,0,1
Kelly mor,1,1,0,0,0,0,0,0,1,0,0,1,0
Wikianon19283,0,0,0,1,0,0,0,0,0,1,0,0,1
Slapthehappypuppy,0,0,1,1,0,1,0,0,1,1,0,0,1
Sam Hollingsworth,0,0,0,1,0,1,0,0,0,1,1,1,0
Gulshanagarwal,1,0,0,0,0,0,0,0,1,0,0,1,0
TrollcricBD,0,0,0,0,0,0,0,0,0,1,0,0,1
Proonk,0,1,0,1,1,1,0,0,1,1,1,0,0
Amazingman1234,0,0,0,1,0,0,0,0,0,1,0,0,1
Lilyweeds,0,1,0,0,0,0,0,0,1,0,0,1,0
Editorbooboo,0,0,0,0,0,0,0,0,0,0,0,0,1
Yihong281,0,0,0,0,0,0,0,0,0,0,0,0,0
Bestonewins,0,0,1,1,1,1,1,0,1,1,1,1,0
Slaterjason,0,0,0,0,0,1,0,0,0,1,0,0,0
IRadiatelove,0,0,0,1,0,1,1,1,0,1,1,0,1
ValleyOfTheSmalls,0,0,0,1,0,0,0,1,0,1,1,0,0
Yhusha',1,0,1,1,0,1,1,0,1,1,0,0,1
Thegrouppurplerain,0,0,1,0,0,0,1,0,1,0,0,1,0
Chaimantya,0,0,1,0,0,1,1,0,1,1,0,0,1
Brooksky,1,1,1,1,1,1,1,0,1,1,1,1,0
ZVF156,0,0,1,0,0,0,1,0,1,0,0,1,0
LOLZAD,0,0,0,0,0,1,1,0,0,1,0,0,0
Darcy.hobba,1,0,0,1,0,0,0,0,1,1,0,0,1
Willywill75,0,0,0,1,0,1,1,0,0,1,0,0,1
Jimisstraight,0,0,0,1,0,1,1,0,0,1,0,0,1
Poop5591,0,0,0,0,0,0,0,0,0,0,0,0,1
Derpyness09,0,0,0,1,0,1,1,0,0,1,0,0,1
Thatsmyname123,0,0,0,0,0,1,0,0,0,1,0,0,1
E news on celebs,0,1,1,1,0,1,1,0,1,1,0,0,1
Lovelb0900,0,0,0,0,0,1,1,0,0,1,0,0,1
Zourryhyfr,0,0,0,0,0,0,0,0,0,0,0,0,1
Liquidghosty,0,0,0,0,0,1,1,0,0,1,0,0,1
Tommio6900,0,0,0,1,1,1,1,0,0,1,1,0,1
Sfgiants24,0,0,0,0,1,0,0,0,0,1,1,0,0
Georges Bizet67,0,0,1,0,0,0,0,0,1,0,0,1,1
Martyegan,0,1,0,0,0,0,0,0,1,0,0,1,0
XX420weedsmokerXx,1,0,1,1,0,1,1,0,1,1,0,0,1
TheBasedGod3,0,0,0,0,0,0,0,0,0,0,0,0,1
Linzchuu,1,1,1,1,1,1,1,1,1,1,0,1,0
Bhhnfg,0,0,0,1,0,1,1,0,0,1,0,0,1
Odiralgnirt,0,0,0,0,0,0,0,0,0,0,0,0,0
Mlaw95,0,0,0,0,0,1,1,0,0,1,1,1,0
Niga22918,0,0,0,0,0,1,1,0,0,1,0,0,1
Essencerayne,0,1,0,0,0,0,0,0,1,0,0,1,0
Marburgmichi,0,0,1,0,0,0,0,0,1,0,0,1,0
Trolololololol88^ ^,0,0,0,0,0,0,0,0,0,0,0,0,1
Bwang0,0,0,1,0,0,1,1,0,1,1,0,0,0
Chimp1cards,1,1,1,1,1,1,1,1,1,1,1,1,0
Shockslasher2,0,0,0,0,0,0,0,0,0,0,0,0,1
Shorsho,0,0,0,0,0,1,1,0,0,1,0,0,1
Lzachman,0,0,1,1,1,1,1,0,1,1,0,1,0
NascarV8,0,0,0,0,0,0,0,0,0,0,0,0,1
Kebalken,1,1,1,0,0,0,1,0,1,0,0,1,0
ExcelletEditor000,0,0,0,1,1,1,1,0,0,1,0,0,1
Dharmeshramesh,0,0,0,0,0,0,0,0,0,0,0,1,0
Shaun6665,0,0,0,1,0,1,1,0,0,1,0,0,1
Darkwormhole,0,0,0,1,1,1,1,0,0,1,1,0,0
Reck-tifier,1,0,1,0,0,0,1,0,1,0,0,1,0
Cabaye4,0,0,1,0,0,0,1,0,1,0,0,1,0
XXSNIPERMASTUR117Xx,0,0,0,1,1,1,0,0,0,1,0,0,1
1swapnil1,1,0,0,0,0,0,0,0,1,0,0,1,0
Zuimeidejieju,0,0,0,0,0,0,0,0,0,0,0,0,1
GossipQueenNoughties,1,1,1,0,0,0,1,0,1,0,0,1,1
Anyrandomperson12345,0,0,0,0,0,0,0,0,0,0,0,0,1
Mishapocalypse1,0,0,0,1,0,0,0,0,0,1,0,0,1
VnadlaismMsutSotp,0,0,1,0,0,0,1,0,1,0,0,1,1
Dongrevj,1,1,1,0,0,0,1,0,1,0,0,1,0
DJ ResR,0,0,0,1,0,0,0,0,0,1,0,0,0
Rony Bhuiyan,1,1,1,1,0,1,1,0,1,1,0,0,0
Klassification,0,0,0,0,0,1,1,0,0,1,0,0,1
Meir Eisenberg,0,0,0,0,0,0,0,0,0,0,0,1,0
Phillip2468,0,0,0,1,0,1,1,0,0,1,0,0,1
YOLOhard,0,0,0,0,0,0,0,0,0,0,0,0,1
Jumarou13,0,0,0,0,0,0,0,0,0,0,0,0,0
Ghoulish creature,1,0,0,0,0,0,0,0,1,0,0,1,0
A god amongst men,1,1,1,0,0,0,1,0,1,0,0,0,0
GarethSawley,0,0,0,0,1,1,0,0,0,1,0,0,1
Manik cm,0,0,1,0,0,0,0,0,1,0,0,1,0
Naomi Demonloid,0,0,1,0,0,0,0,0,1,0,0,1,0
A Goblet and Two Maidens,0,0,1,0,0,1,1,0,1,1,0,0,1
Death Eagle Kid .42,0,0,0,0,0,1,1,0,0,1,0,0,1
Theangryryno,0,0,1,0,0,0,1,0,1,0,0,0,0
Spaceman Spiff Jr.,0,0,1,0,0,1,1,0,1,1,0,1,0
Amazesinger,0,0,0,1,0,1,1,0,0,1,0,0,1
Orangepoobumapple,0,0,0,0,0,0,0,0,0,0,0,0,1
JETmanBanshee,0,1,1,0,0,0,1,0,1,0,0,1,0
Kolokolokolokolo,0,0,1,1,0,0,0,0,1,1,0,1,1
Engrsafeerullah,0,0,0,0,0,0,0,0,0,0,0,1,0
Etggamer,0,0,0,1,0,1,1,0,0,1,0,0,1
MissStephhLee,0,0,0,0,0,1,0,0,0,1,0,0,1
Mandmsaresmart,0,0,0,1,0,1,1,0,0,1,0,0,1
Loganmills45,0,0,0,0,1,0,0,0,0,1,0,0,1
Emilyooh xo,0,0,0,1,0,0,0,0,0,1,0,0,1
Trololololololololololool,0,0,0,0,0,1,0,0,0,1,0,0,1
Waylonovervig,0,0,0,1,0,0,0,0,0,1,0,0,1
ҌӮӅӁ,0,0,0,1,0,1,0,0,0,1,0,1,1
Aboobinabra,0,0,0,1,1,1,1,0,0,1,1,0,1
Manbearpig24,0,0,0,0,1,1,1,0,0,1,0,0,1
Jeffblackard,0,0,0,1,1,1,0,0,0,1,0,1,0
Carlahaunted,0,0,1,0,0,1,1,0,1,1,0,1,0
Jdlorge,0,0,0,0,0,0,0,0,0,0,0,0,0
SaraPisak,0,0,0,1,0,0,0,0,0,1,0,1,0
PeteBaltar,1,1,1,0,0,0,1,0,1,0,0,1,0
HoodlumKat55,1,1,0,0,0,0,0,0,1,0,0,0,0
Darkreason2,0,0,1,0,0,1,1,0,1,1,0,1,0
Caseypiano,0,0,0,0,0,0,0,0,0,0,0,0,1
OsaguongTheGong,0,0,1,0,0,1,0,0,1,1,0,0,1
Dutchdiamonds,1,1,1,1,1,1,1,0,1,1,1,0,0
Lesser Cartographies,1,1,1,1,1,1,1,1,1,1,1,0,0
Monosh Hojai Dimasa,0,0,1,1,1,1,1,1,1,1,1,1,0
Iloveny18,0,0,0,0,0,1,0,0,0,1,1,0,0
101kittykat,0,0,0,0,0,1,0,0,0,1,0,0,1
王明毅,0,0,0,0,0,0,0,0,0,0,0,0,1
Agent128,0,0,0,0,0,0,0,0,0,0,0,1,0
Ryan the Bacca,0,1,1,0,0,0,1,0,1,0,0,1,0
